Date,Time,Date and Time,Symbol,Open,High,Low,Close,VWAP,Volume,Up Ticks,Down Ticks,Same Ticks,Tick Count
05/16/2024,04:16,05/16/2024 04:16,TYM24,109.781250,109.781250,109.765625,109.765625,109.765870,65,1,1,6,8
05/16/2024,04:17,05/16/2024 04:17,TYM24,109.765625,109.781250,109.750000,109.765625,109.765600,1252,4,4,192,200
05/16/2024,04:18,05/16/2024 04:18,TYM24,109.765625,109.765625,109.750000,109.765625,109.765530,981,1,1,146,148
05/16/2024,04:19,05/16/2024 04:19,TYM24,109.765625,109.781250,109.765625,109.765625,109.765670,344,1,1,80,82
05/16/2024,04:20,05/16/2024 04:20,TYM24,109.765625,109.781250,109.765625,109.765625,109.780960,109,1,1,2,4
05/16/2024,04:21,05/16/2024 04:21,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,52,0,0,3,3
05/16/2024,04:22,05/16/2024 04:22,TYM24,109.781250,109.781250,109.765625,109.781250,109.765980,175,2,1,5,8
05/16/2024,04:23,05/16/2024 04:23,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,54,0,1,5,6
05/16/2024,04:24,05/16/2024 04:24,TYM24,109.765625,109.781250,109.765625,109.765625,109.768810,108,2,2,19,23
05/16/2024,04:25,05/16/2024 04:25,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,509,0,0,61,61
05/16/2024,04:26,05/16/2024 04:26,TYM24,109.765625,109.765625,109.750000,109.750000,109.751560,20,0,1,2,3
05/16/2024,04:27,05/16/2024 04:27,TYM24,109.750000,109.765625,109.750000,109.765625,109.764660,340,4,3,3,10
05/16/2024,04:28,05/16/2024 04:28,TYM24,109.750000,109.765625,109.750000,109.765625,109.750110,554,1,1,1,3
05/16/2024,04:29,05/16/2024 04:29,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,8,0,0,4,4
05/16/2024,04:30,05/16/2024 04:30,TYM24,109.765625,109.781250,109.765625,109.765625,109.765630,2432,1,1,194,196
05/16/2024,04:31,05/16/2024 04:31,TYM24,109.750000,109.765625,109.750000,109.765625,109.764720,482,1,1,5,7
05/16/2024,04:32,05/16/2024 04:32,TYM24,109.765625,109.781250,109.765625,109.765625,109.766630,31,1,1,10,12
05/16/2024,04:33,05/16/2024 04:33,TYM24,109.781250,109.781250,109.765625,109.781250,109.769350,42,2,1,11,14
05/16/2024,04:34,05/16/2024 04:34,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,323,0,1,54,55
05/16/2024,04:35,05/16/2024 04:35,TYM24,109.750000,109.765625,109.750000,109.765625,109.765490,226,1,1,25,27
05/16/2024,04:36,05/16/2024 04:36,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,180,0,0,20,20
05/16/2024,04:37,05/16/2024 04:37,TYM24,109.765625,109.781250,109.765625,109.765625,109.766750,1100,2,2,166,170
05/16/2024,04:38,05/16/2024 04:38,TYM24,109.765625,109.781250,109.765625,109.765625,109.768860,222,1,1,7,9
05/16/2024,04:39,05/16/2024 04:39,TYM24,109.781250,109.781250,109.765625,109.765625,109.780940,51,1,1,4,6
05/16/2024,04:40,05/16/2024 04:40,TYM24,109.781250,109.781250,109.765625,109.781250,109.780540,22,2,1,1,4
05/16/2024,04:41,05/16/2024 04:41,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,3421,0,1,115,116
05/16/2024,04:42,05/16/2024 04:42,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,146,0,0,12,12
05/16/2024,04:43,05/16/2024 04:43,TYM24,109.781250,109.781250,109.750000,109.750000,109.766790,1125,1,2,15,18
05/16/2024,04:44,05/16/2024 04:44,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,1242,1,0,66,67
05/16/2024,04:45,05/16/2024 04:45,TYM24,109.781250,109.781250,109.765625,109.765625,109.765930,354,1,1,13,15
05/16/2024,04:46,05/16/2024 04:46,TYM24,109.781250,109.781250,109.781250,109.781250,109.781250,1171,1,0,35,36
05/16/2024,04:47,05/16/2024 04:47,TYM24,109.796875,109.796875,109.781250,109.781250,109.781810,56,1,1,2,4
05/16/2024,04:48,05/16/2024 04:48,TYM24,109.796875,109.796875,109.796875,109.796875,109.796880,1267,1,0,114,115
05/16/2024,04:49,05/16/2024 04:49,TYM24,109.796875,109.812500,109.796875,109.812500,109.797750,897,1,0,89,90
05/16/2024,04:50,05/16/2024 04:50,TYM24,109.796875,109.812500,109.796875,109.812500,109.801580,369,2,2,32,36
05/16/2024,04:51,05/16/2024 04:51,TYM24,109.796875,109.812500,109.796875,109.812500,109.800060,736,1,1,49,51
05/16/2024,04:52,05/16/2024 04:52,TYM24,109.796875,109.796875,109.796875,109.796875,109.796880,29,0,1,5,6
05/16/2024,04:53,05/16/2024 04:53,TYM24,109.796875,109.812500,109.796875,109.812500,109.811820,23,1,0,2,3
05/16/2024,04:54,05/16/2024 04:54,TYM24,109.812500,109.812500,109.796875,109.796875,109.812480,1001,0,1,1,2
05/16/2024,04:55,05/16/2024 04:55,TYM24,109.812500,109.812500,109.796875,109.796875,109.807290,3,1,1,1,3
05/16/2024,04:56,05/16/2024 04:56,TYM24,109.812500,109.812500,109.796875,109.796875,109.811720,60,2,2,4,8
05/16/2024,04:57,05/16/2024 04:57,TYM24,109.812500,109.812500,109.812500,109.812500,109.812500,1952,1,0,86,87
05/16/2024,04:58,05/16/2024 04:58,TYM24,109.812500,109.812500,109.796875,109.812500,109.809900,6,1,1,4,6
05/16/2024,04:59,05/16/2024 04:59,TYM24,109.812500,109.812500,109.796875,109.812500,109.798670,113,1,1,5,7
05/16/2024,05:00,05/16/2024 05:00,TYM24,109.812500,109.812500,109.812500,109.812500,109.812500,1653,0,0,177,177
05/16/2024,05:01,05/16/2024 05:01,TYM24,109.812500,109.812500,109.796875,109.796875,109.806190,327,1,2,30,33
05/16/2024,05:02,05/16/2024 05:02,TYM24,109.812500,109.812500,109.812500,109.812500,109.812500,1109,1,0,127,128
05/16/2024,05:03,05/16/2024 05:03,TYM24,109.812500,109.812500,109.796875,109.812500,109.812290,947,1,1,74,76
05/16/2024,05:04,05/16/2024 05:04,TYM24,109.812500,109.812500,109.796875,109.812500,109.812260,65,1,1,16,18
05/16/2024,05:05,05/16/2024 05:05,TYM24,109.812500,109.812500,109.796875,109.796875,109.811370,83,2,3,1,6
05/16/2024,05:06,05/16/2024 05:06,TYM24,109.812500,109.812500,109.796875,109.796875,109.812370,118,1,1,3,5
05/16/2024,05:07,05/16/2024 05:07,TYM24,109.812500,109.812500,109.796875,109.812500,109.803760,84,5,4,9,18
05/16/2024,05:08,05/16/2024 05:08,TYM24,109.812500,109.812500,109.796875,109.796875,109.812300,158,0,1,8,9
05/16/2024,05:09,05/16/2024 05:09,TYM24,109.812500,109.812500,109.796875,109.812500,109.807290,141,5,4,11,20
05/16/2024,05:10,05/16/2024 05:10,TYM24,109.812500,109.812500,109.796875,109.812500,109.811200,24,1,1,14,16
05/16/2024,05:11,05/16/2024 05:11,TYM24,109.796875,109.812500,109.796875,109.812500,109.802180,283,5,5,18,28
05/16/2024,05:12,05/16/2024 05:12,TYM24,109.812500,109.812500,109.796875,109.796875,109.810970,51,2,3,5,10
05/16/2024,05:13,05/16/2024 05:13,TYM24,109.796875,109.812500,109.796875,109.812500,109.798910,46,2,1,11,14
05/16/2024,05:14,05/16/2024 05:14,TYM24,109.812500,109.812500,109.796875,109.796875,109.797130,1422,0,1,75,76
05/16/2024,05:15,05/16/2024 05:15,TYM24,109.796875,109.812500,109.781250,109.812500,109.796980,1330,3,2,188,193
05/16/2024,05:16,05/16/2024 05:16,TYM24,109.796875,109.796875,109.796875,109.796875,109.796880,8,0,1,4,5
05/16/2024,05:17,05/16/2024 05:17,TYM24,109.796875,109.812500,109.796875,109.812500,109.797630,145,1,0,26,27
05/16/2024,05:18,05/16/2024 05:18,TYM24,109.812500,109.812500,109.796875,109.812500,109.808920,83,2,2,11,15
05/16/2024,05:19,05/16/2024 05:19,TYM24,109.812500,109.812500,109.796875,109.812500,109.807020,97,5,5,17,27
05/16/2024,05:20,05/16/2024 05:20,TYM24,109.796875,109.812500,109.796875,109.796875,109.797000,243,1,2,16,19
05/16/2024,05:21,05/16/2024 05:21,TYM24,109.796875,109.796875,109.781250,109.781250,109.796740,232,0,1,38,39
05/16/2024,05:22,05/16/2024 05:22,TYM24,109.796875,109.796875,109.781250,109.781250,109.781260,2751,1,1,343,345
05/16/2024,05:23,05/16/2024 05:23,TYM24,109.781250,109.796875,109.781250,109.781250,109.781280,476,1,1,95,97
05/16/2024,05:24,05/16/2024 05:24,TYM24,109.781250,109.781250,109.781250,109.781250,109.781250,765,0,0,170,170
05/16/2024,05:25,05/16/2024 05:25,TYM24,109.781250,109.781250,109.765625,109.781250,109.780600,507,1,1,76,78
05/16/2024,05:26,05/16/2024 05:26,TYM24,109.781250,109.796875,109.781250,109.781250,109.782370,14,1,1,11,13
05/16/2024,05:27,05/16/2024 05:27,TYM24,109.781250,109.796875,109.781250,109.796875,109.793200,17,1,0,6,7
05/16/2024,05:28,05/16/2024 05:28,TYM24,109.796875,109.796875,109.781250,109.781250,109.781280,1062,0,1,134,135
05/16/2024,05:29,05/16/2024 05:29,TYM24,109.781250,109.781250,109.781250,109.781250,109.781250,196,0,0,38,38
05/16/2024,05:30,05/16/2024 05:30,TYM24,109.765625,109.781250,109.765625,109.781250,109.776990,11,2,2,1,5
05/16/2024,05:31,05/16/2024 05:31,TYM24,109.781250,109.796875,109.765625,109.796875,109.781200,646,2,1,89,92
05/16/2024,05:32,05/16/2024 05:32,TYM24,109.796875,109.796875,109.781250,109.796875,109.793400,9,2,2,2,6
05/16/2024,05:33,05/16/2024 05:33,TYM24,109.781250,109.796875,109.781250,109.781250,109.782330,101,1,2,8,11
05/16/2024,05:34,05/16/2024 05:34,TYM24,109.796875,109.796875,109.781250,109.781250,109.781370,506,1,1,69,71
05/16/2024,05:35,05/16/2024 05:35,TYM24,109.781250,109.796875,109.781250,109.796875,109.781400,105,1,0,5,6
05/16/2024,05:36,05/16/2024 05:36,TYM24,109.781250,109.796875,109.781250,109.781250,109.781430,611,1,2,69,72
05/16/2024,05:37,05/16/2024 05:37,TYM24,109.781250,109.796875,109.781250,109.781250,109.781380,474,1,1,62,64
05/16/2024,05:38,05/16/2024 05:38,TYM24,109.781250,109.781250,109.781250,109.781250,109.781250,628,0,0,72,72
05/16/2024,05:39,05/16/2024 05:39,TYM24,109.781250,109.796875,109.781250,109.781250,109.784010,164,2,2,3,7
05/16/2024,05:40,05/16/2024 05:40,TYM24,109.781250,109.796875,109.781250,109.796875,109.782750,583,1,0,50,51
05/16/2024,05:41,05/16/2024 05:41,TYM24,109.781250,109.796875,109.765625,109.765625,109.782110,1583,2,4,154,160
05/16/2024,05:42,05/16/2024 05:42,TYM24,109.781250,109.796875,109.781250,109.781250,109.782500,751,4,3,109,116
05/16/2024,05:43,05/16/2024 05:43,TYM24,109.781250,109.796875,109.781250,109.781250,109.782000,750,1,1,53,55
05/16/2024,05:44,05/16/2024 05:44,TYM24,109.781250,109.781250,109.765625,109.781250,109.780430,19,1,1,10,12
05/16/2024,05:45,05/16/2024 05:45,TYM24,109.781250,109.781250,109.765625,109.765625,109.778410,11,0,1,7,8
05/16/2024,05:46,05/16/2024 05:46,TYM24,109.781250,109.781250,109.765625,109.765625,109.781240,1322,1,1,241,243
05/16/2024,05:47,05/16/2024 05:47,TYM24,109.781250,109.781250,109.765625,109.781250,109.780050,39,2,1,21,24
05/16/2024,05:48,05/16/2024 05:48,TYM24,109.781250,109.781250,109.765625,109.765625,109.780930,691,0,1,51,52
05/16/2024,05:49,05/16/2024 05:49,TYM24,109.781250,109.781250,109.765625,109.765625,109.778650,6,1,1,2,4
05/16/2024,05:50,05/16/2024 05:50,TYM24,109.765625,109.765625,109.750000,109.750000,109.752630,4277,3,4,118,125
05/16/2024,05:51,05/16/2024 05:51,TYM24,109.750000,109.765625,109.750000,109.750000,109.750010,1900,1,1,124,126
05/16/2024,05:52,05/16/2024 05:52,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,873,1,0,75,76
05/16/2024,05:53,05/16/2024 05:53,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,435,0,0,48,48
05/16/2024,05:54,05/16/2024 05:54,TYM24,109.781250,109.781250,109.765625,109.765625,109.777340,4,1,1,2,4
05/16/2024,05:55,05/16/2024 05:55,TYM24,109.765625,109.765625,109.750000,109.750000,109.765560,694,2,3,46,51
05/16/2024,05:56,05/16/2024 05:56,TYM24,109.765625,109.781250,109.765625,109.765625,109.765730,754,2,1,128,131
05/16/2024,05:57,05/16/2024 05:57,TYM24,109.765625,109.781250,109.765625,109.765625,109.765770,428,1,1,71,73
05/16/2024,05:58,05/16/2024 05:58,TYM24,109.765625,109.781250,109.765625,109.765625,109.767050,11,1,1,3,5
05/16/2024,05:59,05/16/2024 05:59,TYM24,109.765625,109.781250,109.765625,109.781250,109.775300,21,2,1,5,8
05/16/2024,06:00,05/16/2024 06:00,TYM24,109.765625,109.781250,109.765625,109.781250,109.779910,105,2,2,6,10
05/16/2024,06:01,05/16/2024 06:01,TYM24,109.781250,109.781250,109.765625,109.765625,109.772350,72,1,2,6,9
05/16/2024,06:02,05/16/2024 06:02,TYM24,109.781250,109.781250,109.781250,109.781250,109.781250,26,1,0,4,5
05/16/2024,06:03,05/16/2024 06:03,TYM24,109.781250,109.781250,109.765625,109.781250,109.781010,2658,1,1,215,217
05/16/2024,06:04,05/16/2024 06:04,TYM24,109.781250,109.781250,109.765625,109.781250,109.780970,56,1,1,19,21
05/16/2024,06:05,05/16/2024 06:05,TYM24,109.781250,109.781250,109.765625,109.781250,109.765920,2453,1,1,91,93
05/16/2024,06:06,05/16/2024 06:06,TYM24,109.765625,109.781250,109.765625,109.765625,109.765720,1476,3,4,200,207
05/16/2024,06:07,05/16/2024 06:07,TYM24,109.765625,109.781250,109.750000,109.765625,109.765450,1974,3,3,332,338
05/16/2024,06:08,05/16/2024 06:08,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,1396,0,0,236,236
05/16/2024,06:09,05/16/2024 06:09,TYM24,109.765625,109.781250,109.765625,109.765625,109.766320,630,4,4,78,86
05/16/2024,06:10,05/16/2024 06:10,TYM24,109.765625,109.781250,109.765625,109.781250,109.769900,95,5,4,24,33
05/16/2024,06:11,05/16/2024 06:11,TYM24,109.765625,109.781250,109.750000,109.765625,109.765650,1162,3,4,171,178
05/16/2024,06:12,05/16/2024 06:12,TYM24,109.781250,109.781250,109.750000,109.765625,109.765510,278,8,8,40,56
05/16/2024,06:13,05/16/2024 06:13,TYM24,109.765625,109.765625,109.750000,109.765625,109.763540,45,1,1,6,8
05/16/2024,06:14,05/16/2024 06:14,TYM24,109.765625,109.765625,109.750000,109.750000,109.765600,1268,0,1,77,78
05/16/2024,06:15,05/16/2024 06:15,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,2220,1,0,103,104
05/16/2024,06:16,05/16/2024 06:16,TYM24,109.765625,109.781250,109.765625,109.781250,109.765770,2312,1,0,22,23
05/16/2024,06:17,05/16/2024 06:17,TYM24,109.765625,109.781250,109.750000,109.765625,109.765670,2010,2,3,74,79
05/16/2024,06:18,05/16/2024 06:18,TYM24,109.765625,109.781250,109.765625,109.765625,109.773680,2131,1,1,29,31
05/16/2024,06:19,05/16/2024 06:19,TYM24,109.765625,109.765625,109.765625,109.765625,109.765630,1303,0,0,80,80
05/16/2024,06:20,05/16/2024 06:20,TYM24,109.750000,109.781250,109.750000,109.781250,109.765600,625,3,2,68,73
05/16/2024,06:21,05/16/2024 06:21,TYM24,109.781250,109.781250,109.765625,109.781250,109.768190,518,5,5,81,91
05/16/2024,06:22,05/16/2024 06:22,TYM24,109.765625,109.781250,109.765625,109.765625,109.765750,877,3,4,59,66
05/16/2024,06:23,05/16/2024 06:23,TYM24,109.750000,109.765625,109.750000,109.765625,109.757810,14,5,5,2,12
05/16/2024,06:24,05/16/2024 06:24,TYM24,109.750000,109.765625,109.718750,109.718750,109.744010,4228,3,6,287,296
05/16/2024,06:25,05/16/2024 06:25,TYM24,109.718750,109.750000,109.718750,109.750000,109.732730,1440,4,2,128,134
05/16/2024,06:26,05/16/2024 06:26,TYM24,109.734375,109.750000,109.718750,109.718750,109.733900,3007,3,5,237,245
05/16/2024,06:27,05/16/2024 06:27,TYM24,109.718750,109.734375,109.718750,109.734375,109.718990,389,6,5,33,44
05/16/2024,06:28,05/16/2024 06:28,TYM24,109.718750,109.734375,109.703125,109.703125,109.716690,842,4,6,69,79
05/16/2024,06:29,05/16/2024 06:29,TYM24,109.703125,109.718750,109.703125,109.718750,109.703330,75,1,0,11,12
05/16/2024,06:30,05/16/2024 06:30,TYM24,109.718750,109.734375,109.703125,109.718750,109.718450,6755,4,4,295,303
05/16/2024,06:31,05/16/2024 06:31,TYM24,109.718750,109.718750,109.703125,109.703125,109.718740,1820,0,1,131,132
05/16/2024,06:32,05/16/2024 06:32,TYM24,109.703125,109.718750,109.703125,109.718750,109.717820,471,3,2,13,18
05/16/2024,06:33,05/16/2024 06:33,TYM24,109.734375,109.734375,109.718750,109.734375,109.733740,1189,4,3,118,125
05/16/2024,06:34,05/16/2024 06:34,TYM24,109.734375,109.750000,109.734375,109.734375,109.737990,95,2,2,26,30
05/16/2024,06:35,05/16/2024 06:35,TYM24,109.734375,109.750000,109.734375,109.734375,109.738900,138,3,3,32,38
05/16/2024,06:36,05/16/2024 06:36,TYM24,109.750000,109.750000,109.734375,109.734375,109.746470,62,3,3,10,16
05/16/2024,06:37,05/16/2024 06:37,TYM24,109.750000,109.765625,109.734375,109.750000,109.750060,3670,6,5,161,172
05/16/2024,06:38,05/16/2024 06:38,TYM24,109.750000,109.781250,109.750000,109.781250,109.765570,3476,5,3,257,265
05/16/2024,06:39,05/16/2024 06:39,TYM24,109.781250,109.781250,109.765625,109.781250,109.774240,165,5,5,13,23
05/16/2024,06:40,05/16/2024 06:40,TYM24,109.765625,109.781250,109.765625,109.781250,109.778430,111,5,5,8,18
05/16/2024,06:41,05/16/2024 06:41,TYM24,109.765625,109.781250,109.765625,109.781250,109.775850,246,4,4,27,35
05/16/2024,06:42,05/16/2024 06:42,TYM24,109.781250,109.796875,109.765625,109.781250,109.781230,2911,3,3,236,242
05/16/2024,06:43,05/16/2024 06:43,TYM24,109.781250,109.781250,109.765625,109.765625,109.776230,84,1,2,9,12
05/16/2024,06:44,05/16/2024 06:44,TYM24,109.781250,109.781250,109.765625,109.765625,109.779850,78,4,4,3,11
05/16/2024,06:45,05/16/2024 06:45,TYM24,109.781250,109.781250,109.765625,109.781250,109.780790,68,2,1,9,12
05/16/2024,06:46,05/16/2024 06:46,TYM24,109.765625,109.781250,109.765625,109.781250,109.781200,597,1,1,42,44
05/16/2024,06:47,05/16/2024 06:47,TYM24,109.781250,109.781250,109.765625,109.781250,109.781070,775,2,2,89,93
05/16/2024,06:48,05/16/2024 06:48,TYM24,109.781250,109.796875,109.781250,109.796875,109.781440,726,2,1,37,40
05/16/2024,06:49,05/16/2024 06:49,TYM24,109.796875,109.796875,109.781250,109.796875,109.796840,878,2,2,72,76
05/16/2024,06:50,05/16/2024 06:50,TYM24,109.796875,109.812500,109.796875,109.796875,109.797290,3145,2,2,184,188
05/16/2024,06:51,05/16/2024 06:51,TYM24,109.781250,109.796875,109.781250,109.796875,109.796630,2046,3,3,64,70
05/16/2024,06:52,05/16/2024 06:52,TYM24,109.796875,109.812500,109.796875,109.812500,109.811260,139,3,2,6,11
05/16/2024,06:53,05/16/2024 06:53,TYM24,109.812500,109.828125,109.796875,109.796875,109.813010,1832,5,6,93,104
05/16/2024,06:54,05/16/2024 06:54,TYM24,109.812500,109.812500,109.796875,109.812500,109.812360,578,4,3,58,65
05/16/2024,06:55,05/16/2024 06:55,TYM24,109.828125,109.828125,109.812500,109.812500,109.825670,51,3,3,4,10
05/16/2024,06:56,05/16/2024 06:56,TYM24,109.828125,109.828125,109.812500,109.828125,109.827660,201,6,5,17,28
05/16/2024,06:57,05/16/2024 06:57,TYM24,109.828125,109.843750,109.812500,109.843750,109.834570,2823,4,3,31,38
05/16/2024,06:58,05/16/2024 06:58,TYM24,109.843750,109.843750,109.812500,109.812500,109.828730,3627,5,7,132,144
05/16/2024,06:59,05/16/2024 06:59,TYM24,109.828125,109.828125,109.812500,109.812500,109.812530,2348,4,4,304,312
05/16/2024,07:00,05/16/2024 07:00,TYM24,109.828125,109.828125,109.812500,109.812500,109.814440,306,3,3,29,35
05/16/2024,07:01,05/16/2024 07:01,TYM24,109.796875,109.828125,109.796875,109.828125,109.812470,1660,3,2,106,111
05/16/2024,07:02,05/16/2024 07:02,TYM24,109.812500,109.828125,109.796875,109.812500,109.812610,1595,4,5,243,252
05/16/2024,07:03,05/16/2024 07:03,TYM24,109.812500,109.812500,109.781250,109.781250,109.795140,3512,0,2,532,534
05/16/2024,07:04,05/16/2024 07:04,TYM24,109.781250,109.796875,109.781250,109.796875,109.788330,1655,2,1,71,74
05/16/2024,07:05,05/16/2024 07:05,TYM24,109.796875,109.812500,109.781250,109.781250,109.796900,1068,1,2,112,115
05/16/2024,07:06,05/16/2024 07:06,TYM24,109.796875,109.796875,109.781250,109.781250,109.796420,1876,3,3,200,206
05/16/2024,07:07,05/16/2024 07:07,TYM24,109.796875,109.796875,109.781250,109.796875,109.796680,724,5,4,87,96
05/16/2024,07:08,05/16/2024 07:08,TYM24,109.781250,109.812500,109.781250,109.812500,109.804050,2305,2,1,233,236
05/16/2024,07:09,05/16/2024 07:09,TYM24,109.812500,109.812500,109.796875,109.812500,109.808290,5379,1,1,558,560
05/16/2024,07:10,05/16/2024 07:10,TYM24,109.812500,109.828125,109.796875,109.812500,109.812520,2882,2,2,340,344
05/16/2024,07:11,05/16/2024 07:11,TYM24,109.796875,109.812500,109.796875,109.812500,109.812310,1504,3,3,101,107
05/16/2024,07:12,05/16/2024 07:12,TYM24,109.812500,109.812500,109.796875,109.796875,109.812460,357,0,1,30,31
05/16/2024,07:13,05/16/2024 07:13,TYM24,109.796875,109.828125,109.796875,109.828125,109.812580,2697,4,2,145,151
05/16/2024,07:14,05/16/2024 07:14,TYM24,109.812500,109.828125,109.812500,109.828125,109.813020,749,1,1,76,78
05/16/2024,07:15,05/16/2024 07:15,TYM24,109.812500,109.828125,109.812500,109.812500,109.813240,381,3,4,67,74
05/16/2024,07:16,05/16/2024 07:16,TYM24,109.812500,109.812500,109.781250,109.796875,109.796380,3864,3,4,227,234
05/16/2024,07:17,05/16/2024 07:17,TYM24,109.796875,109.812500,109.781250,109.812500,109.796880,1968,2,1,208,211
05/16/2024,07:18,05/16/2024 07:18,TYM24,109.796875,109.812500,109.781250,109.781250,109.798620,422,2,4,80,86
05/16/2024,07:19,05/16/2024 07:19,TYM24,109.781250,109.812500,109.781250,109.812500,109.797050,1075,5,3,43,51
05/16/2024,07:20,05/16/2024 07:20,TYM24,109.796875,109.812500,109.796875,109.812500,109.812270,867,3,3,54,60
05/16/2024,07:21,05/16/2024 07:21,TYM24,109.796875,109.875000,109.796875,109.875000,109.838780,4654,14,10,375,399
05/16/2024,07:22,05/16/2024 07:22,TYM24,109.875000,109.875000,109.843750,109.875000,109.866970,5297,7,7,434,448
05/16/2024,07:23,05/16/2024 07:23,TYM24,109.875000,109.875000,109.843750,109.843750,109.858960,2576,4,6,137,147
05/16/2024,07:24,05/16/2024 07:24,TYM24,109.843750,109.859375,109.843750,109.843750,109.844490,1840,4,4,168,176
05/16/2024,07:25,05/16/2024 07:25,TYM24,109.843750,109.859375,109.812500,109.812500,109.833360,6393,9,11,70,90
05/16/2024,07:26,05/16/2024 07:26,TYM24,109.812500,109.843750,109.812500,109.843750,109.821480,4852,7,5,245,257
05/16/2024,07:27,05/16/2024 07:27,TYM24,109.828125,109.843750,109.812500,109.843750,109.828240,1591,4,4,206,214
05/16/2024,07:28,05/16/2024 07:28,TYM24,109.828125,109.859375,109.828125,109.828125,109.846580,2386,7,8,224,239
05/16/2024,07:29,05/16/2024 07:29,TYM24,109.828125,109.843750,109.828125,109.828125,109.829440,858,8,8,21,37
05/16/2024,07:30,05/16/2024 07:30,TYM24,109.843750,109.859375,109.828125,109.843750,109.838400,3060,18,17,120,155
05/16/2024,07:31,05/16/2024 07:31,TYM24,109.828125,109.906250,109.781250,109.781250,109.839290,21880,38,41,927,1006
05/16/2024,07:32,05/16/2024 07:32,TYM24,109.765625,109.812500,109.734375,109.796875,109.774100,11732,15,14,450,479
05/16/2024,07:33,05/16/2024 07:33,TYM24,109.796875,109.796875,109.734375,109.750000,109.754760,14503,5,8,460,473
05/16/2024,07:34,05/16/2024 07:34,TYM24,109.750000,109.765625,109.718750,109.718750,109.744700,7578,4,6,614,624
05/16/2024,07:35,05/16/2024 07:35,TYM24,109.718750,109.750000,109.703125,109.750000,109.729670,8901,7,5,313,325
05/16/2024,07:36,05/16/2024 07:36,TYM24,109.734375,109.765625,109.718750,109.750000,109.736070,5838,9,9,314,332
05/16/2024,07:37,05/16/2024 07:37,TYM24,109.750000,109.750000,109.703125,109.718750,109.734500,3632,6,8,196,210
05/16/2024,07:38,05/16/2024 07:38,TYM24,109.718750,109.718750,109.671875,109.671875,109.697620,8999,5,8,598,611
05/16/2024,07:39,05/16/2024 07:39,TYM24,109.687500,109.718750,109.671875,109.703125,109.688950,8746,9,7,539,555
05/16/2024,07:40,05/16/2024 07:40,TYM24,109.703125,109.718750,109.671875,109.687500,109.697240,4720,7,8,328,343
05/16/2024,07:41,05/16/2024 07:41,TYM24,109.687500,109.703125,109.687500,109.703125,109.698940,5323,4,3,354,361
05/16/2024,07:42,05/16/2024 07:42,TYM24,109.687500,109.703125,109.671875,109.671875,109.684100,6477,3,5,545,553
